航司,产品名称,航线,订座舱位,上浮价格,政策返点,产品代码,出票OFFICE,备注,产品有限期
普通,普通经济舱,超惠行李,明折明扣舱  产品代码：CHXL,170,50,CHXL,KMG319/KMG279,"1.外放舱位基础上增加10KG免费托运行李额：
（1）H/K/L/M/X时30KG
（2）V/N/A/U/T/Z时10KG。
2.托运行李险（由航司负责投保，详询航司热线95373）
3.儿童产品票价及增值权益与成人相同； 婴儿票价按照各航线现有标准执行，不享受产品对应的附加权益
4.本产品为西部航空经济舱产品，非自愿退改签按照经济舱规则处理，具体可详询航司热线95373",有效
普通,普通经济舱,"超值权益 （机+权益
（高代理费）",明折明扣舱  产品代码：CZQY2,90,50,CZQY2,KMG319/KMG279,"1.产品权益随外放舱位，代理可结合自身资源优势提供红包或增值服务权益，不做强制要求。
2.儿童产品票价及增值权益与成人相同； 婴儿票价按照各航线现有标准执行
3.本产品为西部航空经济舱产品，非自愿退改签按照经济舱规则处理，具体可详询航司热线95373",有效
普通,普通经济舱,高舱高返（机+行李+权益（高代理费）,订E舱  产品代码：GCGF  X舱以上无产品运价，X舱以下才有产品价格,220,80,GCGF,KMG319/KMG279,"1.20KG免费托运行李额
2.代理可结合自身资源优势提供增值服务权益，不做强制要求。
3.儿童产品票价及增值权益与成人相同； 婴儿票价按照各航线现有标准执行，不享受产品对应的附加权益
4.本产品为西部航空经济舱产品，非自愿退改签按照经济舱规则处理，具体可详询航司热线95373",有效
普通,普通经济舱,高舱高返（机+行李+权益（高代理费）,订E舱  产品代码：GCGF  X舱以上无产品运价，X舱以下才有产品价格,350,175,GCGF,KMG319/KMG279,"1.20KG免费托运行李额
2.代理可结合自身资源优势提供增值服务权益，不做强制要求。
3.儿童产品票价及增值权益与成人相同； 婴儿票价按照各航线现有标准执行，不享受产品对应的附加权益
4.本产品为西部航空经济舱产品，非自愿退改签按照经济舱规则处理，具体可详询航司热线95373",有效
普通,普通经济舱,高舱高返（机+行李+权益（高代理费）,订E舱  产品代码：GCGF  X舱以上无产品运价，X舱以下才有产品价格,550,330,GCGF,KMG319/KMG279,"1.20KG免费托运行李额
2.代理可结合自身资源优势提供增值服务权益，不做强制要求。
3.儿童产品票价及增值权益与成人相同； 婴儿票价按照各航线现有标准执行，不享受产品对应的附加权益
4.本产品为西部航空经济舱产品，非自愿退改签按照经济舱规则处理，具体可详询航司热线95373",有效
普通,普通经济舱,高舱高返（机+行李+权益（高代理费）,订E舱  产品代码：GCGF  X舱以上无产品运价，X舱以下才有产品价格,750,450,GCGF,KMG319/KMG279,"1.20KG免费托运行李额
2.代理可结合自身资源优势提供增值服务权益，不做强制要求。
3.儿童产品票价及增值权益与成人相同； 婴儿票价按照各航线现有标准执行，不享受产品对应的附加权益
4.本产品为西部航空经济舱产品，非自愿退改签按照经济舱规则处理，具体可详询航司热线95373",有效
普通,普通经济舱,高舱高返（机+行李+权益（高代理费）,订E舱  产品代码：GCGF  X舱以上无产品运价，X舱以下才有产品价格,950,570,GCGF,KMG319/KMG279,"1.20KG免费托运行李额
2.代理可结合自身资源优势提供增值服务权益，不做强制要求。
3.儿童产品票价及增值权益与成人相同； 婴儿票价按照各航线现有标准执行，不享受产品对应的附加权益
4.本产品为西部航空经济舱产品，非自愿退改签按照经济舱规则处理，具体可详询航司热线95373",有效
普通,普通经济舱,退改无忧 （机+退改优惠）,订E舱  产品代码：TGWY,80-180元,20元,TGWY,KMG319/KMG279,"1.享24小时外免改期手续费一次
（1）航班计划出港时间 24 小时（含） 前首次改期免收变更手续费的权益。
（ 若超过以上时限或超出一次自愿变更，则收取对应变更费，若自愿变更存在票价差额需补齐）。
（2）本产品如变更至其他客票，变更后权益按变更后的舱位或产品规定执行，不再享受原票权益。
2.20公斤免费托运行李额。
3.儿童产品票价及增值权益与成人相同； 婴儿票价按照各航线现有标准执行，不享受产品对应的附加权益
4.本产品为西部航空经济舱产品，非自愿退改签按照经济舱规则处理，具体可详询航司热线95373",有效
普通,普通经济舱,优享积分（机+金鹏积分）,明折明扣舱 产品代码：CXJF1,120元,30元,CXJF1,KMG319/KMG279,"1.赠送额外 800 金鹏会员消费积分
（1）旅客在购买本产品并实际成行后，在获得对应舱位原基础积分奖励的基础上,享受额外 800 金鹏会员消费积分。舱位的基础消费积分、 定级航段和定级积分标准，以及使用的其他规定以金鹏俱乐部发布的规则为准。
（2）该积分为金鹏会员旅客专享，如旅客非金鹏会员，需在乘机前注册为金鹏会员，否则影响积分累积。在线注册渠道：西部航空、金鹏俱乐部官网/微信号等。
（3）如有疑问可致电金鹏俱乐部客服热线 95339-8。
（4）本产品奖励的额外 800 消费积分不作为会员定级、升保级使用。
2.套餐中赠送的增值服务权益均不可单独退订。
3.儿童产品票价及增值权益与成人相同； 婴儿票价按照各航线现有标准执行，不享受产品对应的附加权益
4.本产品为西部航空经济舱产品，非自愿退改签按照经济舱规则处理，具体可详询航司热线95373",有效
普通,普通经济舱,政府公务机票（机+行李+退改优惠）,明折明扣舱：GP,"C/D/Y舱给予88折优惠；H/K/L/M/X/V/N舱给予95折优惠；
A/U/T舱无额外优惠。",/,,KMG319/KMG279,"1.免费托运行李：所有经济舱20KG/公务舱30KG
2.优惠退改（部分舱位）
3.代理需要有GP客票销售资质",有效
海天,海天无限产品（P舱一口价）,URC-CGO  适用航班PN6246,P舱固定价格,,,PGHLC100,KMG319/KMG279,起始航班日期2026/3/11  截止航班日期2026/3/28  出票截止日期2026/3/28,
优享,优享福卡（仅航司官网/小程序/AP）,机+卡券+行李,E,300元,,YXFK,KMG319/KMG279,"1.20KG免费托运行李额
2.乘机后获得面值200元京东E卡
3.京东E卡发放说明
（1）一般情况下，航司将在乘机之日起30日内核实产品信息主动发放（限工作日），如遇到节假日顺延。
（2）航司将以短信形式发放至旅客实名认证对应手机号。旅客需自航司发放之日起30天内按照短信提示内容领取卡券，逾期未领取将自动失效，视为自愿放弃，不再补发。
（3）京东E卡可在京东网站上购买自营商品或服务，须绑定京东账户后使用，具体使用细则以京东网站公布的最新适用条款为准。
（4）限持本产品客票实际乘机后发放。若客票变更至非优享福卡产品客票，将不予发放；若客票退票，将不予发放。
（5）本产品仅限西部航空实名认证用户为本人购买。
4.儿童产品票价及增值权益与成人相同；婴儿票价按照各航线现有经济舱标准执行，不享受产品对应的附加权益
5.本产品为西部航空经济舱产品，非自愿退改签按照经济舱规则处理，具体可详询航司热线95373",
1、,1、高返政策,所有航线,W舱   标识：GFFC,300,150,GFFC,KMG319/KMG279/CTU152,"1.订座舱位：W；
2.产品权益：
⑴免费托运行李额20KG；
⑵免费手提行李7KG；
⑶餐食（计划飞行时间≥1小时40分钟航段提供，部分特殊航段不适用，具体以销售界面提示为准)、饮品； 
⑷经济舱前三排座位；",有效
1、,1、高返政策,所有航线,W舱   标识：GFFC,400,200,GFFC,KMG319/KMG279/CTU152,"1.订座舱位：W；
2.产品权益：
⑴免费托运行李额20KG；
⑵免费手提行李7KG；
⑶餐食（计划飞行时间≥1小时40分钟航段提供，部分特殊航段不适用，具体以销售界面提示为准)、饮品； 
⑷经济舱前三排座位；",有效
1、,1、高返政策,所有航线,W舱   标识：GFFC,600,300,GFFC,KMG319/KMG279/CTU152,"1.订座舱位：W；
2.产品权益：
⑴免费托运行李额20KG；
⑵免费手提行李7KG；
⑶餐食（计划飞行时间≥1小时40分钟航段提供，部分特殊航段不适用，具体以销售界面提示为准)、饮品； 
⑷经济舱前三排座位；",有效
1、,1、高返政策,所有航线,W舱   标识：GFFC,900,450,GFFC,KMG319/KMG279/CTU152,"1.订座舱位：W；
2.产品权益：
⑴免费托运行李额20KG；
⑵免费手提行李7KG；
⑶餐食（计划飞行时间≥1小时40分钟航段提供，部分特殊航段不适用，具体以销售界面提示为准)、饮品； 
⑷经济舱前三排座位；",有效
1、,1、高返政策,所有航线,W舱   标识：GFFB,200,100,GFFB,KMG319/KMG279/CTU152,1.超值经济舱W舱所有权益2.代理人销售此产品，即可获得高返代理费奖励，并鼓励代理人给旅客配属其他额外权益,有效
1、,1、高返政策,所有航线,经济舱外放舱位:H/K/L/M/X/V/N/Q/A/U/T/Z/Z1/Z2/Z3/Z4                               产品代码：GFFA(标识*+GF180/GF260/GF400/GF600/GF900),100,40,GFFA,KMG319/KMG279/CTU152,"代理人销售此产品，即可获得高返代理费奖励，并鼓励代理人给旅客配属其他额外
权益",有效
1、,1、高返政策,所有航线,经济舱外放舱位:H/K/L/M/X/V/N/Q/A/U/T/Z/Z1/Z2/Z3/Z4                               产品代码：GFFA(标识*+GF180/GF260/GF400/GF600/GF900),150,60,GFFA,KMG319/KMG279/CTU152,"代理人销售此产品，即可获得高返代理费奖励，并鼓励代理人给旅客配属其他额外
权益",有效
1、,1、高返政策,所有航线,经济舱外放舱位:H/K/L/M/X/V/N/Q/A/U/T/Z/Z1/Z2/Z3/Z4                               产品代码：GFFA(标识*+GF180/GF260/GF400/GF600/GF900),200,100,GFFA,KMG319/KMG279/CTU152,"代理人销售此产品，即可获得高返代理费奖励，并鼓励代理人给旅客配属其他额外
权益",有效
1、,1、高返政策,所有航线,经济舱外放舱位:H/K/L/M/X/V/N/Q/A/U/T/Z/Z1/Z2/Z3/Z4                               产品代码：GFFA(标识*+GF180/GF260/GF400/GF600/GF900),300,150,GFFA,KMG319/KMG279/CTU152,"代理人销售此产品，即可获得高返代理费奖励，并鼓励代理人给旅客配属其他额外
权益",有效
1、,1、高返政策,所有航线,经济舱外放舱位:H/K/L/M/X/V/N/Q/A/U/T/Z/Z1/Z2/Z3/Z4                               产品代码：GFFA(标识*+GF180/GF260/GF400/GF600/GF900),400,200,GFFA,KMG319/KMG279/CTU152,"代理人销售此产品，即可获得高返代理费奖励，并鼓励代理人给旅客配属其他额外
权益",有效
1、,1、高返政策,所有航线,经济舱外放舱位:H/K/L/M/X/V/N/Q/A/U/T/Z/Z1/Z2/Z3/Z4                               产品代码：GFFA(标识*+GF180/GF260/GF400/GF600/GF900),600,300,GFFA,KMG319/KMG279/CTU152,"代理人销售此产品，即可获得高返代理费奖励，并鼓励代理人给旅客配属其他额外
权益",有效
1、,1、高返政策,所有航线,经济舱外放舱位:H/K/L/M/X/V/N/Q/A/U/T/Z/Z1/Z2/Z3/Z4                               产品代码：GFFA(标识*+GF180/GF260/GF400/GF600/GF900),900,450,GFFA,KMG319/KMG279/CTU152,"代理人销售此产品，即可获得高返代理费奖励，并鼓励代理人给旅客配属其他额外
权益",有效
2、,2、机+X类溢价,所有航线（优享积分）,外放舱位：标识 FJFA,60,10,FJFA,KMG319/KMG279/CTU152,额外400消费积分,有效
2、,2、机+X类溢价,所有航线（优享积分）,外放舱位：标识  FJFB,120,20,FJFB,KMG319/KMG279/CTU152,额外800消费积分,有效
2、,2、机+X类溢价,所有航线（优享积分）,外放舱位：标识  FJFC,180,30,FJFC,KMG319/KMG279/CTU152,额外1200消费积分,有效
2、,2、机+X类溢价,所有航线  哈尔滨通达,外放舱位：标识 HRBTD,300,180,HRBTD,KMG319/KMG279/CTU152,哈尔滨进出港接送机,有效
3、,3、传统溢价,超值经济舱,订:W舱   ZUNX,130,15,ZUNX,KMG319/KMG279/CTU152,"1.经济舱前三排座位
2.机上餐食(计划飞行时间>100分钟)
3.退改手续费优惠",有效
3、,3、传统溢价,超值经济舱,订:W舱   ZUNX,130,15,ZUNX,KMG319/KMG279/CTU152,"1.经济舱前三排座位
2.机上餐食(计划飞行时间>100分钟)
3.退改手续费优惠",有效
3、,3、传统溢价,超值经济舱,订:W舱   ZUNX,130,15,ZUNX,KMG319/KMG279/CTU152,"1.经济舱前三排座位
2.机上餐食(计划飞行时间>100分钟)
3.退改手续费优惠",有效
3、,3、传统溢价,超值经济舱,订:W舱   ZUNX,130,15,ZUNX,KMG319/KMG279/CTU152,"1.经济舱前三排座位
2.机上餐食(计划飞行时间>100分钟)
3.退改手续费优惠",有效
（内,（内容由AI生成，仅供参考）,超值经济舱,订:W舱   ZUNX,130,15,ZUNX,KMG319/KMG279/CTU152,"1.经济舱前三排座位
2.机上餐食(计划飞行时间>100分钟)
3.退改手续费优惠",有效
1、,1、商务经济舱,所有线,W舱,380,40,,KMG319/KMG279,"1、25KG免费托运行李额，手提行李尺寸20*40*55CM 1件
2、前排座位（A320机型前6排、E190机型前3排）
3、6小时外免变更费改期一次、金鹏会员定级积分、定级航段奖励
4、专属值机柜台、优先行李、头等舱安检通道、头等舱休息室、优先登机（请提示旅客务必前往人工柜台办理值机手续）
5、餐食、饮品、毛毯new（航班日期3月31日起升级）",有效
